,Input,Target,Predicted,Edit Distance
1133,koottavum,கூட்டவும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1134,adikku,அடிக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
1135,puthuchchaeri,புதுச்சேரி,்்்்்்்்்்்்்்்்்்்்்்்்,23
1136,paaluravu,பாலுறவு,்்்்்்்்்்்்்்்்்்்்்்்்,24
1137,ambalavaanar,அம்பலவாணர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1138,maruththiruppargal,மறுத்திருப்பார்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,20
1139,koluppil,கொழுப்பில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1140,kuva,குவா,்்்்்்்்்்்்்்்்்்்்்்்்,24
1141,eedupattadhaaga,ஈடுபட்டதாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
1142,rajput,ராஜ்புட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1143,beatles,பீட்டில்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
1144,musulim,முசுலீம்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1145,azhiththaar,அழித்தார்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1146,maaraaka,மாறாக,்்்்்்்்்்்்்்்்்்்்்்்்,24
1147,aavudaiyaal,ஆவுடையாள்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1148,paso,பசோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
1149,vidukiravanukku,விடுகிறவனுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
1150,parattukkal,பாராட்டுக்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
1151,cholunkal,சொல்லுங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,21
1152,vangadhaesaththin,வங்கதேசத்தின்,்்்்்்்்்்்்்்்்்்்்்்்்,21
1153,sarawagi,சரவாகி,்்்்்்்்்்்்்்்்்்்்்்்்,24
1154,surendranagar,சுரேன்திரநகர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1155,saantham,சாந்தம்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1156,magaadevi,மகாதேவி,்்்்்்்்்்்்்்்்்்்்்்்்,24
1157,choottik,சூட்டிக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1158,pandavargalukkum,பாண்டவர்களுக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,20
1159,nucleus,ந்யூக்லியஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,21
1160,uzhaika,உழைக்க,்்்்்்்்்்்்்்்்்்்்்்்்,23
1161,sent,செயிண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1162,roawer,ரோவர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1163,untaanathu,உண்டானது,்்்்்்்்்்்்்்்்்்்்்்்்,23
1164,aayvukalukku,ஆய்வுகளுக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
1165,duke,ட்யூக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1166,gables,கபிள்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1167,vaguththadhu,வகுத்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
1168,pandavargalai,பாண்டவர்களை,்்்்்்்்்்்்்்்்்்்்்்்்,22
1169,malarae,மலரே,்்்்்்்்்்்்்்்்்்்்்்்்,24
1170,cherinthu,செறிந்து,்்்்்்்்்்்்்்்்்்்்்்்்,23
1171,tamizhakatthukku,தமிழகத்துக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,22
1172,paalum,பாலும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1173,garg,கார்க்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1174,castaneda,காஸ்டானீடா,்்்்்்்்்்்்்்்்்்்்்்்்,23
1175,sivaprakasa,சிவப்பிரகாச,்்்்்்்்்்்்்்்்்்்்்்்்,23
1176,lakhimpur,லக்மிபுர்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1177,kaavalturaik,காவல்துறைக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1178,kethumaalanin,கேதுமாலனின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1179,americavil,அமெரிக்காவில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1180,illaiyenil,இல்லையெனில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1181,seerudaikal,சீருடைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1182,koodadhu,இருக்கக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1183,rishii,ரிஷி,்்்்்்்்்்்்்்்்்்்்்்்்,24
1184,kaattuvathaaga,காட்டுவதாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
1185,dhoni,டோனி,்்்்்்்்்்்்்்்்்்்்்்்்,24
1186,solvadhenral,சொல்வதென்றால்,்்்்்்்்்்்்்்்்்்்்்்்்,21
1187,noushadhin,நெளஷதின்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1188,uchchakatta,உச்சகட்ட,்்்்்்்்்்்்்்்்்்்்்்்்,22
1189,soozhappatirukkira,சூழப்பட்டிருக்கிற,்்்்்்்்்்்்்்்்்்்்்்்்,21
1190,textiles,டெக்ஸ்டைல்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,20
1191,ashok,அசோகா,்்்்்்்்்்்்்்்்்்்்்்்்,24
1192,kuzhandhaay,குழந்தாய்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1193,uppsala,உப்சாலா,்்்்்்்்்்்்்்்்்்்்்்்்,23
1194,veeraankanaigal,வீராங்கனைகள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1195,vlaadimir,விளாடிமிர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1196,tholumpoathu,தொழும்போது,்்்்்்்்்்்்்்்்்்்்்்்்,23
1197,maththiyatharaik,மத்தியதரைக்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1198,rahaaney,ரஹானே,்்்்்்்்்்்்்்்்்்்்்்்்,24
1199,nava,நவ,்்்்்்்்்்்்்்்்்்்்்்்்,24
1200,rend,ரேண்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
1201,qool,கூல்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1202,keeran,கிரண்,்்்்்்்்்்்்்்்்்்்்்்்்,23
1203,cipla,சிப்லா,்்்்்்்்்்்்்்்்்்்்்்்்,23
